name,source_url,description,category,era,location,museum,material,dimensions,image_url,related_artifacts
一级文物,https://zh.wikipedia.org/wiki/%E4%B8%80%E7%BA%A7%E6%96%87%E7%89%A9,"一级文物，是中华人民共和国政府对中国历史上各时代重要实物、艺术品、文献、手稿、图书资料、代表性实物等可移动文物藏品中具有特别重要历史、艺术、科学价值的代表性文物的定级，是“珍贵文物”三个级别中之最高等级。
博物馆、图书馆和其他文物收藏单位对收藏的文物进行等级区分并设置藏品档案，而省、自治区、直辖市人民政府文物行政主管部门则将其行政区域内的一级文物藏品档案报国家文物局备案。",中国一级文物 | 条目有永久失效的外部链接 | 自2017年12月带有失效链接的条目 | 自2018年10月带有失效链接的条目,,,,,,,禁止出境展览文物
祖辛卣,https://zh.wikipedia.org/wiki/%E7%A5%96%E8%BE%9B%E5%8D%A3,祖辛卣（yǒu）为商代晚期的青铜器。通高25.5厘米，重3千克。1965年出土于河南辉县，现藏于河南博物院。,中文銘文 | 使用了三种注音方式的页面 | 卣 | 含有注音符號的條目 | 含有漢語拼音的條目,,,,,,,
井姬盂鏙,https://zh.wikipedia.org/wiki/%E4%BA%95%E5%A7%AC%E7%9B%82%E9%8F%99,井姬盂鏙，1974年在中华人民共和国陕西省宝鸡市𢐗国墓地茹家庄二号墓出土的一件西周貘尊。,中文銘文 | 宝鸡青铜器博物院藏品 | 渭滨区 | 西周青铜器 | 鸟兽尊,,,,,,,
中山王铁足铜鼎,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%B1%B1%E7%8E%8B%E9%93%81%E8%B6%B3%E9%93%9C%E9%BC%8E,中山王铁足铜鼎，又称中山王鼎，是中国迄今为止发现最大的铁足铜鼎，也是战国时代的青铜器中铭文字数最多的一件。为宗庙祭祀用礼器。是中华人民共和国国家一级文物，64件禁止出国（境）展览的文物之一。1977年出土于河北省平山县中山王墓，为同时出土的九件列鼎之首鼎。现藏河北省文物研究所。,中文銘文 | 平山县 | 春秋战国青铜器 | 石家庄文物 | 禁止出境展览文物,,,,铜,,,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 毛公鼎 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
㝬簋,https://zh.wikipedia.org/wiki/%E3%9D%AC%E7%B0%8B,㝬簋（húguǐ），又称厉王簋、胡簋、厉王胡簋，西周晚期青铜器，国家一级文物，1978年5月出土于陕西省扶风县。该器器形属双耳方座簋，腹内底有铭文12行124字。根据铭文可知，该簋为周厉王的自作器，制作于厉王十二年。该簋被中国国家文物局收录到了2013年8月19日发布的《第三批禁止出境展览文物目录》中，属于禁止出境展览文物。该簋曾藏于扶风县博物馆、周原博物馆，现收藏于宝鸡青铜器博物院。,中文銘文 | 使用了两种注音方式的页面 | 含有注音符號的條目 | 含有漢語拼音的條目 | 周代王器,西周,陕西省 扶风县 （1978年）,宝鸡青铜器博物院,青铜,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Hu_Gui_02.jpg/250px-Hu_Gui_02.jpg,“五星出东方利中国”护膊 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
齐王墓青铜方镜,https://zh.wikipedia.org/wiki/%E9%BD%90%E7%8E%8B%E5%A2%93%E9%9D%92%E9%93%9C%E6%96%B9%E9%95%9C,齐王墓青铜方镜，1980年于山东淄博的西汉诸侯王墓中出土的一件铜镜，中国禁止出境展览文物之一。该镜出土位置位于辛店街道窩托社區南古墓五号陪葬坑，呈长方形，长115.1厘米，宽57.5厘米的，重达56.5公斤。背面有五个环形弦纹钮，并饰有夔龙纠结图案。两个短边又各铸二钮，环钮四周饰柿蒂形纹。现藏于山东省淄博市博物馆。,中国青铜器 | 淄博文物 | 禁止出境展览文物 | 自2010年8月扩充中的条目 | 西汉诸侯王墓葬文物,西汉,山东省 淄博市 臨淄區 辛店街道 窩托社區,淄博市博物馆,青铜,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Rectangle_dragon-veins_copper_mirror.jpg/250px-Rectangle_dragon-veins_copper_mirror.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具
鑄客銅鼎,https://zh.wikipedia.org/wiki/%E9%91%84%E5%AE%A2%E9%8A%85%E9%BC%8E,鑄客銅鼎，又名“鑄客大銅鼎”、“楚大鼎”或“大铸客鼎”。為戰國時期楚国的青铜炊器，1933年出土於安徽省寿县朱家集（今属长丰县）李三孤堆楚王墓。是现存西周以来最重的鼎，位列64件禁止出国（境）展览文物之一，现藏安徽省博物馆。,中文銘文 | 合肥文物 | 楚国文物 | 禁止出境展览文物 | 长丰县,战国,安徽省 壽縣 （1933年）,安徽博物院,铜,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/%E9%93%B8%E5%AE%A2%E5%A4%A7%E9%BC%8E2.jpg/250px-%E9%93%B8%E5%AE%A2%E5%A4%A7%E9%BC%8E2.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
游春图,https://zh.wikipedia.org/wiki/%E6%B8%B8%E6%98%A5%E5%9B%BE,游春图，是隋朝画家展子虔创作的绘画作品，绢本，青绿设色，纵43厘米，横80.5厘米。画上有宋徽宗题写的“展子虔游春图”六个字，现存北京故宫博物院。该画描绘人们在春季时踏青的场景，是展子虔传世的唯一作品，也是迄今为止存世中国最古的画卷。,可能有不可靠來源的條目 | 禁止出境展览文物 | 自2025年9月可能有不可靠來源的條目 | 自2025年9月缺少注脚的条目,隋,,故宫博物院,纸,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Stroll_About_InSpring.jpg/250px-Stroll_About_InSpring.jpg,禁止出境展览文物
亚夫方罍,https://zh.wikipedia.org/wiki/%E4%BA%9A%E5%A4%AB%E6%96%B9%E7%BD%8D,"亚方罍是中国商代晚期青铜盛酒器，属于传世极少的大型方形罍，因铭文有“亚”二字得名，现藏于上海博物馆。
亚方罍大致为方体，形态厚重。高53厘米，口沿纵长17.2厘米、横长20.1厘米，质量为29.68千克。颈部直，肩部圆而宽，腹部纵向窄而横向宽，腹部以下逐渐收敛，圈足外撇。器四壁中线及四角都设有宽厚的棱脊，左右肩各有一兽首形耳，下腹正面有一兽首形鋬。
亚方罍的纹饰繁复精细，具有神奇诡秘的气息，属于典型的商朝青铜器风格。由上至下，该器纹饰大致可分为三段。首先是颈部的凤鸟纹和肩部的单角夔龙纹。其次是腹部的三段纹饰。腹部中间是整个青铜器装饰的主纹，为双角耸立、獠牙狰狞的内卷角兽面纹，在兽面纹的角上还有...",上海博物馆藏品 | 中文銘文 | 含有未收錄漢字的條目 | 商朝青铜器 | 罍,,,,,,,
挥扇仕女图,https://zh.wikipedia.org/wiki/%E6%8C%A5%E6%89%87%E4%BB%95%E5%A5%B3%E5%9B%BE,挥扇仕女图，唐朝画家周昉创作的一幅国画，绢本设色，横204.8厘米，纵33.7厘米，引首为清高宗题“猗兰清画”四字，还有韩世能等人的藏印。此图描绘了13位妃嫔和宫女。全幅以横向排列的形式展示了人物的各种活动：扇扇子、休息、抽琴、画妆、做工、刺绣等，其画面高低错落的层次变化，使得画面结构井然有序，被认为是唐代最为杰出的画作之一。,唐朝绘画作品 | 禁止出境展览文物,,,,纸,,,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
虢季子白盘,https://zh.wikipedia.org/wiki/%E8%99%A2%E5%AD%A3%E5%AD%90%E7%99%BD%E7%9B%98,虢（guó）季子白盘，是西周时期的一件大型青铜器，中国国家一级文物，现收藏在中国国家博物馆，与大盂鼎、毛公鼎、散氏盤并称「晚清四大国宝」。,中國國家博物館藏品 | 中文銘文 | 使用了两种注音方式的页面 | 含有注音符號的條目 | 含有漢語拼音的條目,西周,陕西 宝鸡 （ 清 道光 年间）,中国国家博物馆,青铜,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Guojizibai_pan_01.jpg/250px-Guojizibai_pan_01.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兮甲盤 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 散氏盤 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 毛公鼎 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
铜车马,https://zh.wikipedia.org/wiki/%E9%93%9C%E8%BD%A6%E9%A9%AC,"铜车马，1980年出土于陕西省临潼秦始皇陵封土西侧。出土後藏於秦始皇兵马俑博物馆。2021年5月，铜车马二号车搬遷至秦始皇帝陵銅車馬博物館。
铜车马共两乘，出土時已碎裂。经考古人員复原，比例为真实车马的二分之一，均为双轮、单辕、前驾四马结构，所不同者为车的造型与功能。
铜车马一号车，名“立车”，又叫“戎车”、“高车”，车舆右侧置一面盾牌，车舆前挂有一件铜弩和铜镞。车上立一圆伞，伞下站立一名高91厘米的铜御官俑。铜车马二号车是四马鞍车，呈凸字形，分前、后二室，车舆上有穹窿形的椭圆形盖子，前室为御手所居，内跽坐一御官俑，后室为主人所居。",禁止出境展览文物 | 秦始皇陵 | 西安文物 | 青铜车马,秦,陕西省 临潼区 秦始皇陵 （1980年）,秦始皇兵马俑博物馆,铜,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/RIMG0073.jpg/250px-RIMG0073.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周十供 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大理国银鎏金镶珠金翅鸟 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 妇好鸮尊 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 皿方罍 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 聂耳小提琴 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
